Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps
BUENOS AIRES,Campana,Alto Los Cardales,6126010,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Campana,6126030,285,,,1,,,,181,,,2,,,367,,,,,8,588,,,,1,,1196,,285,,,179,,,16,,289,,,,,378,,,,,39,,,,,,,,,,,,,11928,,,,1626,,,,,,,374,,,,,,,,,9623
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,2,,,,,,,,,20
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,2,,,,,,16,,,,,,,,,106,,,,,,,,36,,40,,34,,,48,,,6,,,,,,,29,,,,,,,,,,,,,,,,,,342,,,,18,,,,,,,26,,,,,,,,,268
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Cañuelas,6134030,2,,,,1,,19,,,,,,,1,,302,,,1,,,,,310,,533,,118,,,611,,,5,,1431,,,,,145,,,,,18,,,,,,,,,,,,,3443,,,,126,,,,,,,25,,,,,,,,,2046
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1,,,,,,,,,,,,,,,,,,6,100,,,,,,271,,,,,,,,,,1,,,,,12,,,,,1,,,,,,,,,,,,,33,,,,855,,,,,,,207,,,,,,,,,658
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,,2,,,,,,,,,,,,,,,,115,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,333,,,59,,,11,,,,,,,,,,4,,20,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,,,7,,,,,,,,,55,,,,,,,,29,,25,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,,,,90,,20,,,,,,,,70,,327,,181,,,125,,,,,2,,,,,291,,,,,3,,,,,,,,,,,,,2780,,,,,,,,,,,,,,,,,,,,339
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,,,5,,,,,,,,,,,,18,,,,19,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,,1,,,5,65,,,,,,,,157,,,,1133,,,,1263,,,,509,,,765,,,,,,,,,,123,,,,,2,,,,,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,639
BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,,,,20,,,,19,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,,,,124,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,,,1,,,,,,,,,,,,17,,,,16,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,,,,172,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,,,,,,,,,,210,,,403,,6,,,9,153,,,,2,,956,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,,1,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,,,3,,,,,,,903,,46,,,1,,,,,109,,5,,,,,232,,,,,1,,,,,45,,,,,2,,,,,,,,,,,,,1279,,,,,,,,,,,,,3,,,,,,,301
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,,,,19,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Castelli,6168010,,,,2,,,,105,,,173,,,62,,,,,621,,,95,,21,,193,,104,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,8
BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,,,,11,,,4,,,,,19,,,,,,,1,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,,,,44,,,,,8,217,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Chacabuco,6210020,,,,,,,23,,,,,,,2,,219,,,8,2,,,,353,,67,,248,,,344,,,9,,6,,,,,372,,,,,19,,,,,,,,,,,,,5725,,,,,,,,,,,,,,,,,,,,3225
BUENOS AIRES,Chacabuco,O'Higgins,6210040,,,,,,,,,,,,,,112,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Rawson,6210050,,,,,,,,2,,,131,,,1,,,266,,,,,,,101,,,,,,,,23,,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,,,,,,,,,,,,,,,,,,,,83,,,,,,27,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Chascomús,6217010,,,,2,,,32,323,,,,,,726,,552,,,457,1,,,,732,,496,,146,,,847,,,4,,486,,,,,198,,,,,6,,,,,,,,,,,,,4250,,,,,,,,,,,,,,,,,,,,2830
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,248,,,,,,,75,,2,,,,1492,,2,,,146,130,,,,12,,69,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,5,1,,,1,,33,,,,906,,,5,,980,,,,3,,1352,,930,,33,,207,,,709,,,6,,14,,,,,372,,,,,12,,,,,,,,,,,,,4909,,,,,,,,,,,,,,,,,,,,3893
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,,,,,,,,,,,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,La Rica,6224040,,,,,,,,,,,,,,4,,,16,,,11,,27,,8,,10,,3,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,,,,,,,,,,,,,,,,,13,,,316,,,,3,,26,,1,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,,,,,,,,,,,,,,6,,,,,3,4,,,,14,,7,,2,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,,,,,,,,,,,,,,38,,,,,3,,,,,5,,,,2,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Colón,6175010,2414,,,,,,4,,,,,,,1328,,107,,,2,959,,,,257,,5,,46,,,711,,,1,,5,,,,,40,,,,,107,,,,,,,,,,,,,1096,,,,,,,,,,,,,,,,,,,,348
BUENOS AIRES,Colón,Pearson,6175030,,,,,,,,,,,,,,,,,,,,63,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Sarasa,6175040,,,,,,,,,,,,,,6,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,,,,,,,,15,,,6,,,9,,,,,11,27,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,,,,,,,,10,,,9,,,10,,,,,,28,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,,,,6,,,80,1,,,,,,3,,409,,,,,,,,185,,37,,112,,,189,,,9,,7,,,,,173,,,,,9,,,,,,,,,,,,,17228,,,,,,,,,,,,,,,,,,,,2442
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,4,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,16,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,,,,,,,,,,,,,,1,,21,,,,6,,,,114,,9,,39,,,158,,,,,2,,,,,59,,,,,2,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,224
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,2,,,,,,,,,,17,,,,,,,,,,,,,48,,528,,,,,37,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,7,,,,,,15,,,,,,,,,104,,,,1679,,,,335,,143,,26,,,380,,,,,11,,,,,,,,,,7,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,8,,,,,,13,,,,,,,,,160,,,,,,,,2283,,17,,9,,,298,,,,,4,,,,,84,,,,,408,,,,,,,,,,,,,1774,,,,48,,,,,,,,,,,,,,,,451
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,,,,,,,,,,,41,,,,,,,,,,,,,371,,8,,,,,107,,,,,1275,,,,,,,,,,49,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,Pasman,6203060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,San José,6203070,,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,83,,,,,80,,,,,1,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,5
BUENOS AIRES,Coronel Suárez,Santa María,6203080,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,53,,,,,67,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,1,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,65,,,,,69,,,,,4,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,9
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,2,,,,,,,,,,,,,,,,,,,,,,,92,,,,6,,,47,,,,,6,,,,,,,,,,22,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Daireaux,Daireaux,6231030,,,,,,,4,,,,,,,,,42,244,,,,,,,396,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Daireaux,Salazar,6231060,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Dolores,Dolores,6238010,4,,,,,,21,68,,,,,,175,,339,,,53,4151,,,,630,,1385,,180,,,597,,,,,674,,,,,131,,,,,5,,,1,,,,,,,,,,2758,,,,,,,,,,,,,,,,,,,,830
BUENOS AIRES,Dolores,Sevigne,6238020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ensenada,Ensenada,6245010,13,,,6,,,17,428,,,112,,,1473,,486,35,,2,283,,46,,530,,77,2,62,1,,504,,,124,,45,,,,2,309,,,,,1646,,,,,,,,,,,,,4599,,,,1157,,,,,,,78,,,,,,,,,4219
BUENOS AIRES,Ensenada,Villa Catela,6245010,4,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Escobar,Belen de Escobar,6252010,43,,,21,1,,9,177,,,261,,,524,,23,,,4,1332,,,,,,2994,,1,,,87,,,14,,8550,,,,,167,,,,,1912,,,,,,,,,,,,,4836,,,,1674,,,,,,,430,,,,,,,,,4330
BUENOS AIRES,Escobar,El cazador,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1,,,,,,,,,,3,,,,,2250,,,,,,,,,,,,,12,,,,405,,,,,,,80,,,,,,,,,258
BUENOS AIRES,Escobar,Garín,6252010,1915,,,3,,,,112,,,11,,,403,,2,,,6,546,,,,26,,961,,49,,,20,,,4,,297,,,,,62,,,,,1831,,,,,,,,75,,,,,1352,,,,3499,,,,,,,802,,,,,,,,,3513
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,23,,,3,,,3,76,,,21,,,272,,7,,,9,615,,,,1,,550,1,1,,,41,,,5,,81,,,,,86,,,,,1049,,,,,,,,,,,,,1184,,,,1474,,,,,,,368,,,,,,,,,1868
BUENOS AIRES,Escobar,Loma Verde,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,497
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,1,,,,,,,4,,,,,,26,,,,,5,168,,,,,,460,,4,,,32,,,3,,53,,,,,32,,,,,13,,,,,,,,,,,,,434,,,,1383,,,,,,,338,,,,,,,,,1251
BUENOS AIRES,Escobar,Matheu,6252010,2,,,2,,,1,107,,,2,,,135,,1,,,2,325,,,,12,,869,,13,,,46,,,,,217,,,,,10,,,,,2,,,,,,,,,,,,,45,,,,1064,,,,,,,235,,,,,,,,,571
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3,,,2,,,9,3,,,13,,,,,158,55,,6,83,,,,52,,304,,,,,21,,,,,,,,,,25,,,,,8,,,,,,,,,,,,,47,,,,2928,,,,,,,563,,,,,,,,,1432
BUENOS AIRES,Esteban Echeverría,Canning,6260010,100,,,,,,2,1,,,,,,,,2,,,1,,,,,2,,19,,7,,,1,,,32,,,,,,,59,,,,,1072,,,,,,,,,,,,,776,,,,290,,,,,,,98,,,,,,,,,1352
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,2,,,,,,,1,,,29,,,,,,43,,4,18,,,,,,258,,,,,1,,,,,4,,,,,27,,,,,6,,,,,,,,,,,,,116,,,,2475,,,,,,,560,,,,,,,,,2306
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,,,2,,,2,2,,,21,,,,,,,,2,32,,,,1,,414,,7,,,1,,,13,,,,,,,123,,,,,1775,,,,,,,,,,,,,1136,,,,1840,,,,,,,385,,,,,,,,,2413
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,6,,,10,3,,19,18,,,55,,,6,,76,127,,20,133,,,,47,,1025,,50,,,86,,,105,,5,,,,,271,,,,,25086,,,,,,,,,,,,,3360,,,,8436,,,,,,,2020,,,,,,,,,8608
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,,,,,,,,,,,,,,,,,,,,,,,,174,,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,1,,,2,,,2,,,,,,,,,25,,,,,,,,94,,,,,,,238,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,,,,,1,,2,,,,,,,,,,,,20,,,,,,,3649,,,,,,,,,,,,,,,2528,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,181
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,5,,,,,,,,,,,,,,,,,,,,,,,2268,,246,,98,,,273,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,1,,,2,1,,8,3,,,,,,12,,20,,,,33,,,,32,,80,,,,,43,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Ezeiza,Canning,6270010,42,,,,,,10,,,,,,,1,,37,,,3,2,,,,48,,51,,,,,105,,,2,,3,,,,,61,,,,,977,,,,,,,,,,,,,143,,,,526,,,,,,,147,,,,,,,,,395
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,12,,,,,,4,1,,,,,,,,20,,,3,318,,,,54,,453,,,,,263,,,,,131,,,,,76,,,,,11,,,,,,,,,,,,,50,,,,2946,,,,,,,560,,,,,,,,,1145
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,16,,,4,1,,13,2,,,1,,,,,237,,,33,1,,,,176,,773,,2,,,121,,,6,,2,,,,,95,,,,,5000,,,,,,,,,,,,,1220,,,,4228,,,,,,,962,,,,,,,,,4079
BUENOS AIRES,Ezeiza,La Unión,6270010,,,,3,,,,,,,,,,,,4,,,1,498,,,,15,,659,,,,,92,,,5,,185,,,,,48,,,,,6,,,,,,,,,,,,,225,,,,3684,,,,,,,849,,,,,,,,,2094
BUENOS AIRES,Ezeiza,Otros,Sin Datos,,,,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,4,,,,,,6,,,,,,,,,207,,,4,551,,,,131,,915,,10,,,234,,,10,,253,,,,,68,,,,,10,,,,,,,,,,,,,923,,,,3995,,,,,,,761,,,,,,,,,2302
BUENOS AIRES,Florencio Varela,Bosques,6274010,,,,,,,2,228,,,38,,,2,,13,,,2,138,,,,13,,638,,,,,10,,,,,79,,,,,41,,,,,2654,,,,,,,,,,,,,224,,,,3883,,,,,,,877,,,,,,,,,1448
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,1,,,,,,,,,,,,,,,4,,,2,,,,,,,184,,,,,2,,,,,1,,,,,12,,,,,2266,,,,,,,,,,,,,775,,,,1186,,,,,,,312,,,,,,,,,1154
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,7,,,134,1,,58,611,,,131,,,88,,92,145,,4,286,,,,98,,1279,,,,,295,,,,,158,,,,,63,,,,,18278,,,,,,,,,,,,,2235,,,,6979,,,,,,,1619,,,,,,,,,7259
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,,,,,,,3,,,,,,,,,8,,,1,,,,,2,,365,,,,,,,,,,,,,,,20,,,,,1,,,,,,,,,,,,,240,,,,3188,,,,,,,738,,,,,,,,,2376
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,,,,,,,,,,,,,,,,,,,2510,,,,,,,157,,,,,,,,,,,,,,,17,,,,,908,,,,,,,,,,,,,34,,,,3244,,,,,,,644,,,,,,,,,272
BUENOS AIRES,Florencio Varela,La Capilla,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,la rotonda,6274010,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,,,,,,,,,,,,,,1,,,,,,1,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,81,,,,50,,,,,,,12,,,,,,,,,138
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,179,,,,,,,55,,,,,,,,,41
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,,,,,,,,,,,,,,,,5,,,1,,,,,7,,369,,,,,18,,,,,,,,,,10,,,,,226,,,,,,,,,,,,,11,,,,1815,,,,,,,389,,,,,,,,,890
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,,,,,,,,,,,,,,,,3,,,,44,,,,4,,205,,,,,5,,,,,15,,,,,38,,,,,358,,,,,,,,,,,,,754,,,,2373,,,,,,,546,,,,,,,,,1505
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,1,,,,,,,9,,,61,,,,,,77,,,37,,,,158,,70,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
